delivery_id,po_id,delivery_date,delivery_status
10680,7624,2023-06-26 00:07:45,On Time
10681,7779,2023-03-31 07:45:11,Early
10682,8753,2023-09-22 08:51:06,Delayed
10683,13853,2023-09-04 14:32:05,Delayed
10684,9366,2024-01-26 10:42:22,Early
10685,9341,2023-08-03 22:08:45,On Time
10686,9756,2024-11-20 03:46:22,On Time
10687,13277,2024-05-29 15:16:03,On Time
10688,8671,2024-03-26 01:39:17,On Time
10689,14099,2024-06-08 07:07:33,On Time
10690,8522,2024-08-16 14:46:35,On Time
10691,6876,2024-09-20 12:46:33,On Time
10692,8959,2024-03-31 17:42:42,On Time
10693,7137,2023-06-07 02:36:23,Early
10694,14046,2023-12-05 15:29:08,On Time
10695,5507,2023-07-04 05:33:14,On Time
10696,13600,2024-09-16 11:45:13,On Time
10697,10391,2024-06-27 16:32:42,On Time
10698,13716,2024-06-21 20:08:19,On Time
10699,10614,2023-04-01 08:37:01,On Time
10700,11751,2024-10-17 23:45:17,On Time
10701,8051,2023-02-28 04:17:03,Delayed
10702,12093,2024-01-08 16:37:16,On Time
10703,7398,2024-03-06 22:51:13,Delayed
10704,12913,2024-09-14 12:20:13,Delayed
10705,13520,2024-09-11 15:46:01,Delayed
10706,6310,2023-10-19 14:56:48,On Time
10707,12203,2024-08-17 13:29:50,On Time
10708,12701,2025-01-03 02:14:52,On Time
10709,9719,2024-09-17 20:47:50,On Time
10710,10951,2024-01-31 00:00:25,On Time
10711,5756,2023-12-23 21:20:26,On Time
10712,5146,2024-11-25 11:34:26,On Time
10713,10117,2024-10-14 00:22:26,On Time
10714,8575,2024-04-27 16:53:54,Early
10715,14820,2024-11-15 09:10:17,On Time
10716,9924,2024-01-04 01:28:27,On Time
10717,6859,2023-10-23 22:25:00,Delayed
10718,9723,2023-05-21 05:57:54,Early
10719,8599,2024-09-07 01:12:17,On Time
10720,5630,2024-02-28 21:51:01,On Time
10721,8519,2023-01-25 14:01:49,On Time
10722,11559,2023-12-05 13:19:21,Delayed
10723,9353,2024-03-29 11:18:26,On Time
10724,12430,2024-12-31 04:27:12,Delayed
10725,14097,2023-09-18 05:37:45,Delayed
10726,10556,2023-06-11 20:39:40,On Time
10727,12998,2023-04-05 04:20:44,On Time
10728,5108,2024-11-28 05:39:20,On Time
10729,14235,2024-09-25 19:14:39,On Time
10730,14581,2024-12-19 13:27:49,On Time
10731,14869,2023-12-15 18:30:17,On Time
10732,10499,2023-09-09 17:11:20,Delayed
10733,9256,2023-06-22 18:45:53,Delayed
10734,9196,2023-02-08 07:00:25,On Time
10735,13457,2023-02-20 11:52:56,On Time
10736,8822,2024-02-12 03:42:53,Delayed
10737,5677,2023-12-24 20:04:14,Early
10738,10179,2023-09-22 11:37:22,On Time
10739,10567,2024-05-17 16:32:02,Delayed
10740,8970,2024-07-21 01:03:14,On Time
10741,10421,2024-05-09 15:21:04,On Time
10742,5608,2023-03-28 01:38:01,On Time
10743,10675,2023-11-30 12:06:06,Delayed
10744,10889,2023-07-30 01:58:14,On Time
10745,10333,2025-01-03 04:12:09,Delayed
10746,12357,2023-08-23 11:05:48,On Time
10747,11787,2023-07-11 01:21:10,On Time
10748,7395,2023-05-16 22:58:41,On Time
10749,13071,2023-01-14 06:47:49,On Time
10750,14353,2023-06-06 16:35:31,On Time
10751,10150,2023-09-27 01:16:26,On Time
10752,11290,2024-09-09 17:57:42,On Time
10753,14684,2024-06-26 12:59:27,On Time
10754,7022,2024-06-06 09:10:37,On Time
10755,12785,2024-08-20 17:41:49,Delayed
10756,9599,2024-06-15 18:07:18,On Time
10757,8016,2024-11-12 20:45:34,On Time
10758,10311,2023-02-26 03:17:07,Delayed
10759,7049,2023-07-13 12:21:38,On Time
10760,10970,2024-01-03 15:17:58,On Time
10761,5894,2023-09-09 09:13:12,On Time
10762,14280,2024-08-22 07:32:51,On Time
10763,11088,2024-09-13 10:33:41,On Time
10764,7934,2024-07-11 15:39:02,On Time
10765,7282,2023-11-18 23:06:49,On Time
10766,13265,2023-05-25 13:49:22,On Time
10767,6381,2023-08-08 14:08:20,On Time
10768,5484,2025-01-13 09:50:23,On Time
10769,14222,2023-05-17 23:50:19,On Time
10770,8780,2024-12-25 01:12:00,Delayed
10771,11102,2023-12-25 19:04:37,On Time
10772,9955,2024-08-01 14:30:28,On Time
10773,10954,2023-03-07 10:20:38,Early
10774,11281,2024-08-05 06:55:10,Delayed
10775,5779,2023-09-22 05:27:20,On Time
10776,8476,2024-04-22 21:27:06,On Time
10777,9724,2023-04-02 08:49:55,On Time
10778,11887,2024-11-18 04:38:48,Early
10779,11714,2023-06-25 12:30:04,On Time
10780,13602,2024-05-15 06:53:57,On Time
10781,6060,2023-09-05 22:55:32,Delayed
10782,11374,2023-02-24 08:36:17,On Time
10783,12395,2024-02-09 01:08:32,On Time
10784,7310,2024-08-11 20:51:35,On Time
10785,6601,2023-03-13 07:21:47,Early
10786,7234,2023-07-25 22:03:23,Early
10787,14845,2024-03-08 07:26:45,On Time
10788,12354,2023-02-25 03:53:49,On Time
10789,14490,2023-03-07 18:48:38,On Time
10790,5352,2023-08-24 10:07:49,On Time
10791,11470,2023-02-26 07:14:33,On Time
10792,13657,2023-08-04 22:58:39,On Time
10793,8167,2024-11-25 00:06:52,On Time
10794,10254,2024-12-27 15:11:41,On Time
10795,7210,2024-12-31 03:11:34,On Time
10796,13748,2024-01-18 18:47:36,On Time
10797,5300,2024-10-08 15:57:01,Early
10798,8867,2024-12-18 07:11:48,On Time
10799,13548,2023-06-24 15:08:32,On Time
10800,5564,2023-07-17 18:44:40,On Time
10801,9889,2024-10-23 15:37:24,On Time
10802,14215,2024-04-20 22:17:01,Delayed
10803,6191,2023-09-20 10:05:32,On Time
10804,8211,2023-09-10 20:48:28,Delayed
10805,11379,2024-09-05 07:04:26,Delayed
10806,14219,2024-02-16 00:40:30,On Time
10807,13448,2023-01-06 19:34:52,On Time
10808,7419,2024-11-18 10:17:53,On Time
10809,7564,2023-08-22 11:45:34,Delayed
10810,7952,2024-12-17 14:16:50,On Time
10811,12384,2024-05-27 18:43:28,Early
10812,5270,2024-02-20 06:32:37,On Time
10813,11620,2024-05-22 16:16:11,On Time
10814,10648,2023-06-12 20:40:05,On Time
10815,14120,2024-07-15 18:44:18,On Time
10816,13256,2024-12-26 08:33:50,On Time
10817,9556,2024-01-05 15:49:54,On Time
10818,6043,2024-09-25 13:27:18,On Time
10819,10445,2024-10-10 09:45:18,On Time
10820,10004,2023-12-04 20:16:32,On Time
10821,9189,2024-12-16 12:20:04,On Time
10822,14002,2024-10-05 09:56:44,On Time
10823,8089,2024-03-23 03:29:06,Delayed
10824,6647,2024-05-01 23:27:00,On Time
10825,5488,2023-11-18 05:57:14,On Time
10826,8082,2024-10-31 03:30:21,On Time
10827,6748,2023-08-03 14:25:39,On Time
10828,13941,2023-09-27 10:50:29,On Time
10829,5528,2024-09-14 10:35:07,Delayed
10830,6168,2024-09-11 18:26:48,Delayed
10831,9611,2024-09-16 00:14:23,Early
10832,9473,2024-12-18 00:48:41,On Time
10833,12662,2024-02-22 17:56:55,Delayed
10834,10805,2024-07-31 09:57:17,Delayed
10835,5484,2024-06-14 21:46:52,On Time
10836,5452,2023-12-21 10:53:53,On Time
10837,9070,2023-08-16 12:32:51,On Time
10838,10656,2024-08-19 22:00:56,Delayed
10839,12208,2023-06-10 06:28:35,Delayed
10840,9398,2023-07-18 20:27:50,On Time
10841,10672,2024-06-02 10:43:22,On Time
10842,8134,2024-02-25 18:36:52,On Time
10843,6774,2023-12-06 01:21:32,Early
10844,10623,2023-02-22 03:08:01,On Time
10845,14191,2023-02-24 16:18:15,Delayed
10846,12413,2023-09-18 13:33:14,On Time
10847,7066,2023-09-14 22:43:05,Delayed
10848,13590,2023-07-29 00:19:10,On Time
10849,11333,2024-10-20 09:30:17,On Time
10850,12914,2023-04-07 04:38:25,On Time
10851,14996,2024-04-08 21:57:54,On Time
10852,6947,2024-01-20 14:35:05,On Time
10853,8416,2024-08-25 16:28:06,Delayed
10854,6395,2024-01-12 01:35:11,On Time
10855,7422,2024-06-15 04:58:17,Early
10856,8920,2023-04-26 01:40:26,On Time
10857,12346,2024-07-11 11:22:58,On Time
10858,8084,2023-07-24 02:45:35,Early
10859,13031,2024-04-23 01:11:59,On Time
10860,13121,2023-04-17 18:06:03,On Time
10861,6845,2024-02-28 20:45:53,On Time
10862,6805,2024-04-03 22:26:50,Early
10863,14082,2023-12-01 04:44:05,Delayed
10864,7504,2024-10-12 16:58:01,Delayed
10865,6894,2024-09-23 09:29:59,Early
10866,6667,2023-05-04 06:08:04,On Time
10867,9345,2023-07-24 17:02:12,On Time
10868,11592,2024-09-19 00:58:21,On Time
10869,8066,2023-07-30 20:12:01,Delayed
10870,10076,2024-11-29 00:25:10,Delayed
10871,8076,2023-06-01 10:31:32,On Time
10872,6260,2024-10-14 17:25:27,On Time
10873,7221,2023-05-27 18:52:04,Delayed
10874,10442,2024-08-21 12:58:22,On Time
10875,13979,2024-02-03 03:08:40,On Time
10876,9936,2024-11-11 01:16:52,On Time
10877,7448,2024-05-26 10:16:44,Early
10878,8130,2024-01-29 13:21:22,On Time
10879,6899,2024-08-07 10:35:08,On Time
10880,12698,2023-12-30 00:52:17,On Time
10881,11692,2023-12-01 02:44:52,On Time
10882,9504,2023-04-06 17:58:49,On Time
10883,8950,2024-03-11 20:33:32,Delayed
10884,13011,2023-11-22 15:49:13,On Time
10885,12440,2023-07-27 15:20:36,Delayed
10886,5017,2023-05-13 12:10:07,On Time
10887,12960,2024-02-15 04:34:45,Early
10888,11242,2024-05-05 08:56:15,On Time
10889,12907,2023-08-29 08:12:49,On Time
10890,8023,2023-02-13 07:18:28,On Time
10891,6267,2023-12-05 14:38:38,On Time
10892,5479,2023-08-28 07:46:40,On Time
10893,9297,2023-02-05 21:29:22,On Time
10894,8978,2024-03-13 19:52:31,On Time
10895,11069,2024-04-16 21:24:50,Delayed
10896,9275,2023-02-24 20:19:30,On Time
10897,11414,2023-04-26 23:41:02,On Time
10898,12792,2024-07-25 05:25:54,On Time
10899,5486,2024-06-21 14:59:19,On Time
10900,9674,2024-03-26 23:55:26,On Time
10901,5338,2024-03-01 15:33:20,On Time
10902,14053,2023-07-03 22:28:53,On Time
10903,11901,2023-02-23 04:30:13,On Time
10904,7004,2024-03-01 20:39:44,Delayed
10905,6472,2024-08-26 03:45:19,On Time
10906,11728,2024-04-29 03:10:36,On Time
10907,7043,2023-08-23 03:05:36,Early
10908,6520,2023-08-09 19:37:38,On Time
10909,11490,2025-01-06 14:19:42,On Time
10910,13894,2024-09-26 03:01:19,Delayed
10911,9389,2024-03-29 06:04:39,On Time
10912,12857,2023-12-18 23:35:33,On Time
10913,14366,2023-11-19 12:10:27,On Time
10914,6606,2023-06-14 06:56:52,On Time
10915,10665,2023-02-01 20:50:01,Delayed
10916,11940,2023-04-09 02:46:21,Delayed
10917,10118,2024-09-24 12:35:14,On Time
10918,10380,2023-10-08 02:20:30,Early
10919,7125,2024-01-24 22:37:34,On Time
10920,9992,2024-03-01 21:48:58,On Time
10921,11795,2023-10-22 23:16:42,Early
10922,6447,2024-10-25 08:48:21,On Time
10923,8307,2024-08-16 06:43:17,On Time
10924,7373,2024-06-08 15:16:53,On Time
10925,5151,2023-12-25 07:10:32,Early
10926,6660,2023-07-24 06:39:41,On Time
10927,11140,2023-09-14 20:00:30,On Time
10928,14071,2023-08-02 10:07:53,On Time
10929,12200,2023-03-10 03:04:28,On Time
10930,7320,2024-02-22 18:32:10,On Time
10931,7884,2024-05-30 05:10:15,Early
10932,12804,2024-06-02 17:20:05,Delayed
10933,6516,2023-10-07 22:49:21,Early
10934,5590,2023-05-20 02:46:43,On Time
10935,5588,2024-05-06 06:26:54,On Time
10936,7620,2024-01-16 18:15:17,On Time
10937,10488,2024-11-24 23:50:00,Delayed
10938,11224,2023-06-18 20:40:42,Early
10939,14388,2023-10-21 19:57:18,Early
10940,9354,2023-06-01 15:38:13,On Time
10941,7606,2024-05-23 09:15:43,On Time
10942,7539,2024-10-22 01:14:01,On Time
10943,13758,2023-12-06 20:45:14,On Time
10944,6757,2023-12-14 22:42:01,On Time
10945,6361,2024-03-13 17:35:53,On Time
10946,7374,2024-09-23 15:56:38,On Time
10947,6196,2023-01-31 17:30:21,On Time
10948,7132,2023-02-04 22:04:29,On Time
10949,13010,2024-03-08 04:55:58,On Time
10950,10644,2023-01-31 13:31:03,On Time
10951,14760,2023-06-04 18:37:00,On Time
10952,8411,2024-08-31 17:48:08,On Time
10953,7368,2024-02-15 10:06:28,On Time
10954,8344,2024-02-26 22:28:56,Delayed
10955,12282,2024-10-29 23:07:04,On Time
10956,8098,2024-01-23 03:18:52,On Time
10957,14453,2024-11-13 02:23:26,On Time
10958,6334,2024-08-25 00:27:22,On Time
10959,12166,2024-10-26 08:40:06,On Time
10960,8337,2023-05-01 10:08:01,Delayed
10961,13158,2023-12-31 18:33:27,On Time
10962,8085,2024-11-16 00:55:39,On Time
10963,8388,2024-08-06 09:36:04,Delayed
10964,9714,2024-12-02 14:10:04,Delayed
10965,12806,2024-07-16 10:28:42,On Time
10966,10102,2024-09-25 22:56:55,Delayed
10967,7432,2024-04-11 15:29:37,On Time
10968,6017,2024-11-21 01:18:05,On Time
10969,5642,2024-01-26 17:22:14,On Time
10970,9063,2023-09-08 15:03:00,On Time
10971,13508,2023-11-21 00:43:15,On Time
10972,5441,2024-08-24 08:22:33,Delayed
10973,6139,2023-09-14 17:21:32,Delayed
10974,14107,2024-03-31 20:45:03,Delayed
10975,10244,2023-03-12 14:50:13,On Time
10976,7304,2023-10-24 07:48:36,Delayed
10977,10951,2024-06-05 08:48:37,Delayed
10978,12047,2023-07-11 08:32:40,Early
10979,11607,2025-01-03 14:16:00,Early
10980,8422,2023-09-18 21:21:32,On Time
10981,7079,2024-12-20 07:31:59,On Time
10982,11104,2023-08-16 04:45:46,On Time
10983,9151,2023-03-17 15:31:28,On Time
10984,7201,2024-01-10 07:43:01,Delayed
10985,9552,2023-10-25 04:04:17,Delayed
10986,11430,2024-10-01 23:38:30,Delayed
10987,13228,2023-06-15 03:45:57,On Time
10988,14010,2024-11-03 13:21:03,On Time
10989,6947,2024-03-04 21:19:27,On Time
10990,8957,2024-09-25 03:56:19,On Time
10991,7226,2023-10-16 11:56:56,Delayed
10992,12716,2024-07-23 12:48:22,Delayed
10993,8326,2023-05-08 17:30:46,On Time
10994,13700,2023-02-27 06:25:34,Early
10995,8746,2023-03-09 22:05:08,On Time
10996,13161,2024-09-22 22:51:44,On Time
10997,9815,2023-07-31 08:47:57,On Time
10998,13652,2024-12-04 02:05:53,On Time
10999,11104,2023-09-27 02:50:15,Early
11000,6406,2024-06-28 05:46:50,Delayed
11001,11091,2024-11-17 23:12:36,On Time
11002,12288,2024-03-27 09:03:13,On Time
11003,7037,2023-04-23 10:59:55,On Time
11004,11035,2024-01-10 15:04:20,On Time
11005,7678,2024-04-04 14:55:19,Delayed
11006,11145,2024-07-20 08:44:35,On Time
11007,6745,2023-08-29 17:10:23,On Time
11008,14424,2023-05-13 21:45:40,On Time
11009,6178,2023-09-07 23:53:00,On Time
11010,5762,2023-09-23 06:34:39,On Time
11011,9779,2024-01-14 18:00:06,Delayed
11012,11459,2024-04-22 00:59:43,Early
11013,10624,2024-02-19 22:23:12,On Time
11014,9715,2023-12-08 10:38:36,On Time
11015,8727,2024-03-01 18:07:06,On Time
11016,14736,2023-08-22 13:17:24,On Time
11017,6934,2023-05-07 19:44:12,On Time
11018,8562,2024-12-25 18:56:28,Early
11019,12180,2024-10-10 07:59:50,Delayed
11020,9445,2023-02-24 19:52:12,On Time
11021,7965,2023-09-21 14:10:47,On Time
11022,14223,2023-09-13 20:35:54,On Time
11023,12225,2023-03-04 17:10:31,On Time
11024,13782,2023-01-20 19:32:25,On Time
11025,8102,2024-09-25 01:05:28,On Time
11026,8898,2023-09-13 12:44:42,On Time
11027,8679,2024-08-15 02:48:42,Delayed
11028,6844,2023-01-28 21:28:59,On Time
11029,6939,2023-12-15 01:58:56,On Time
11030,13445,2024-12-06 19:23:18,On Time
11031,12867,2024-06-12 11:01:45,On Time
11032,12084,2023-10-31 13:33:59,On Time
11033,10373,2023-06-07 22:02:13,On Time
11034,6467,2023-10-29 00:53:45,Delayed
11035,5736,2023-05-06 13:07:43,Delayed
11036,5340,2024-03-27 15:45:49,Delayed
11037,6377,2024-04-21 05:01:15,On Time
11038,9720,2024-06-30 18:29:07,On Time
11039,5705,2024-02-21 17:27:34,Delayed
11040,8725,2023-11-20 23:34:58,On Time
11041,13190,2023-03-31 08:07:29,On Time
11042,9419,2023-01-15 14:22:13,On Time
11043,10260,2024-09-06 22:45:05,On Time
11044,14661,2023-06-02 15:02:45,Delayed
11045,5553,2023-09-29 16:59:37,On Time
11046,8492,2023-07-06 05:15:46,Delayed
11047,5790,2023-08-08 19:27:41,On Time
11048,6174,2024-04-07 04:36:01,Early
11049,5553,2024-08-22 00:27:24,On Time
11050,8423,2023-10-04 15:13:11,Early
11051,9212,2023-08-21 17:25:23,On Time
11052,13824,2023-11-07 14:22:06,Early
11053,5270,2024-09-28 00:09:15,On Time
11054,5861,2023-07-05 12:02:53,On Time
11055,5291,2024-10-02 12:22:11,On Time
11056,14650,2024-03-02 23:35:02,Delayed
11057,10871,2023-10-07 04:03:03,Early
11058,5630,2023-06-27 21:14:51,Delayed
11059,12008,2023-07-03 21:46:04,On Time
11060,10944,2023-07-27 02:51:52,On Time
11061,5475,2024-08-29 09:22:49,On Time
11062,9633,2023-03-17 08:59:19,On Time
11063,9081,2023-10-02 05:10:21,On Time
11064,6761,2023-08-23 18:54:11,Delayed
11065,9709,2024-10-29 10:27:45,Delayed
11066,11921,2023-12-22 15:13:29,Early
11067,8399,2024-11-27 14:45:03,On Time
11068,8562,2023-12-09 17:37:24,On Time
11069,8845,2024-05-27 09:33:10,On Time
11070,8805,2024-03-24 18:29:37,On Time
11071,14817,2023-04-18 05:42:22,On Time
11072,6509,2024-12-17 19:17:07,Delayed
11073,9111,2023-12-08 14:07:49,On Time
11074,9854,2024-01-19 02:09:27,On Time
11075,11832,2024-10-08 21:42:01,Delayed
11076,13196,2023-10-01 16:37:48,Early
11077,8448,2024-07-31 18:52:21,Delayed
11078,10585,2023-06-03 07:04:05,On Time
11079,8792,2024-02-13 20:14:45,On Time
11080,10082,2023-08-02 04:33:55,On Time
11081,14353,2024-10-10 00:27:56,Early
11082,5834,2023-06-26 17:51:27,On Time
11083,10336,2023-02-27 21:36:18,Early
11084,10488,2024-09-13 00:41:52,Early
11085,11261,2023-12-02 20:14:57,Delayed
11086,14395,2024-10-17 08:39:45,On Time
11087,7176,2023-06-03 17:47:37,On Time
11088,14574,2023-10-14 10:21:26,Delayed
11089,9174,2024-07-11 18:55:22,Delayed
11090,7789,2023-10-12 17:52:13,Early
11091,12461,2024-10-09 14:03:33,On Time
11092,13534,2024-10-21 20:25:50,Delayed
11093,14554,2024-06-07 10:28:23,On Time
11094,11722,2023-08-15 12:44:56,On Time
11095,9192,2023-06-29 03:09:08,On Time
11096,12313,2024-12-15 00:24:10,On Time
11097,13188,2024-02-27 14:34:10,On Time
11098,9617,2023-02-07 12:06:11,On Time
11099,5996,2023-07-29 05:30:53,On Time
11100,5357,2024-12-11 20:19:38,On Time
11101,13378,2023-04-16 10:44:23,On Time
11102,6694,2024-12-03 14:26:42,On Time
11103,7591,2024-07-05 08:32:54,Early
11104,14535,2023-10-12 10:15:41,Delayed
11105,12922,2023-08-02 03:23:31,Delayed
11106,6692,2024-11-13 18:03:40,On Time
11107,14275,2024-04-15 06:59:19,On Time
11108,7058,2023-12-27 03:32:00,Delayed
11109,7905,2023-01-25 20:01:11,On Time
11110,9452,2024-11-26 19:42:28,On Time
11111,11938,2024-04-07 22:02:19,On Time
11112,7381,2023-09-13 14:42:09,On Time
11113,13209,2024-10-03 10:13:36,Delayed
11114,13516,2024-06-07 20:45:00,Delayed
11115,7071,2024-04-29 08:46:45,Early
11116,5931,2023-11-20 08:46:05,Early
11117,6445,2024-08-22 04:46:32,On Time
11118,13595,2023-09-27 14:57:44,On Time
11119,8403,2023-01-27 17:09:28,On Time
11120,9553,2023-06-25 15:11:22,On Time
11121,14699,2023-10-09 23:36:51,On Time
11122,6522,2024-01-06 11:36:05,Delayed
11123,8099,2023-08-11 18:12:13,On Time
11124,13121,2023-05-08 03:54:51,Delayed
11125,12356,2023-10-02 18:32:09,On Time
11126,7188,2023-07-29 14:25:25,On Time
11127,7569,2025-01-03 06:57:40,Delayed
11128,13284,2024-02-02 21:20:49,Delayed
11129,9948,2024-03-16 15:53:10,Delayed
11130,9941,2023-05-07 00:21:50,Delayed
11131,9763,2023-08-29 20:23:40,On Time
11132,6754,2024-08-23 08:52:16,Early
11133,10055,2023-01-24 22:04:21,On Time
11134,9893,2023-11-01 08:09:24,Delayed
11135,10782,2023-06-28 10:56:52,Delayed
11136,5088,2024-09-16 19:46:47,On Time
11137,6642,2024-08-31 20:44:22,Early
11138,7963,2025-01-09 02:03:53,Early
11139,10414,2024-07-12 15:45:32,On Time
11140,12421,2024-12-07 19:36:07,Delayed
11141,13743,2023-12-14 12:14:21,Early
11142,11911,2024-06-25 02:03:45,On Time
11143,10174,2023-03-25 11:13:21,Early
11144,10230,2023-08-15 10:21:15,On Time
11145,13816,2023-09-13 12:40:14,Delayed
11146,8758,2023-04-21 07:24:15,On Time
11147,9797,2024-07-10 21:29:59,On Time
11148,8293,2023-01-26 15:59:33,Delayed
11149,8833,2023-04-13 18:46:15,On Time
11150,7612,2024-08-23 08:52:29,On Time
11151,13354,2023-04-28 14:08:24,On Time
11152,13229,2024-05-16 02:15:52,On Time
11153,14038,2023-10-25 03:40:15,On Time
11154,11767,2024-05-20 08:32:26,On Time
11155,12538,2023-06-17 16:32:53,On Time
11156,10297,2024-03-27 11:39:11,On Time
11157,8347,2023-08-11 05:01:43,On Time
11158,9055,2024-09-04 01:45:02,On Time
11159,9201,2024-02-07 01:40:01,On Time
11160,13528,2023-03-05 10:21:11,On Time
11161,6561,2023-07-08 09:25:54,On Time
11162,12523,2023-01-29 11:20:00,Delayed
11163,9165,2023-10-03 06:22:46,On Time
11164,11721,2024-09-19 08:47:59,On Time
11165,13854,2023-11-02 10:34:08,On Time
11166,10440,2023-05-03 12:35:57,On Time
11167,9853,2024-07-14 03:28:26,Delayed
11168,11596,2024-07-22 06:06:24,On Time
11169,11714,2023-08-10 02:06:24,On Time
11170,8184,2023-12-14 20:21:23,On Time
11171,14678,2023-04-18 08:17:00,Early
11172,13033,2023-04-11 12:38:23,On Time
11173,7410,2023-11-22 06:05:17,On Time
11174,9299,2024-11-20 17:52:43,Early
11175,7535,2025-01-14 10:38:20,On Time
11176,10600,2025-01-08 14:59:09,Delayed
11177,5004,2024-10-17 18:11:39,On Time
11178,5027,2023-09-09 02:15:59,On Time
11179,10162,2023-11-05 15:42:27,On Time
11180,5965,2023-06-05 04:02:49,On Time
11181,11208,2023-12-19 07:02:02,On Time
11182,8097,2024-05-07 21:49:47,Early
11183,5072,2024-06-29 11:41:29,On Time
11184,10602,2023-03-18 20:48:11,Delayed
11185,7948,2025-01-11 01:15:46,On Time
11186,11239,2023-07-10 12:29:02,Early
11187,9491,2025-01-14 10:52:31,Early
11188,7412,2023-03-06 20:24:41,On Time
11189,13309,2023-04-21 06:42:29,On Time
11190,7925,2024-01-27 07:14:04,Delayed
11191,7838,2023-03-11 10:16:54,On Time
11192,5577,2024-02-09 09:14:50,Delayed
11193,13964,2024-12-27 14:00:47,Early
11194,12908,2023-10-20 17:13:20,On Time
11195,13392,2023-05-15 21:04:45,Delayed
11196,6756,2023-10-14 04:18:21,On Time
11197,13372,2025-01-01 12:43:49,On Time
11198,7406,2024-06-13 19:42:33,On Time
11199,11884,2024-12-31 08:08:48,On Time
11200,13164,2024-01-17 17:50:46,On Time
11201,11140,2024-10-26 05:49:18,On Time
11202,7989,2023-08-18 07:35:05,Delayed
11203,10785,2024-11-12 20:47:48,On Time
11204,14795,2024-09-28 07:06:49,On Time
11205,6120,2024-02-25 14:20:29,On Time
11206,7215,2023-07-08 12:38:43,On Time
11207,13001,2024-10-24 11:39:52,On Time
11208,13066,2023-07-18 14:03:58,On Time
11209,7902,2023-07-17 23:41:26,Delayed
11210,6086,2023-10-27 08:29:53,On Time
11211,5174,2023-04-18 17:20:03,Delayed
11212,8533,2024-11-14 06:01:23,On Time
11213,6239,2024-12-23 04:45:11,Delayed
11214,9835,2024-04-21 13:42:41,On Time
11215,8814,2024-10-05 16:21:30,On Time
11216,12085,2023-01-23 12:52:52,Delayed
11217,13013,2023-09-27 20:08:57,Delayed
11218,6974,2024-06-07 06:30:23,On Time
11219,8783,2023-04-11 22:32:53,Early
11220,7245,2024-11-20 11:44:51,Delayed
11221,14850,2023-12-03 03:41:56,On Time
11222,13605,2024-10-05 10:22:57,On Time
11223,12222,2023-07-23 21:54:12,On Time
11224,12815,2024-10-30 08:25:06,On Time
11225,6383,2023-05-10 18:25:35,On Time
11226,6124,2023-03-26 14:42:51,On Time
11227,10182,2024-10-18 07:26:10,On Time
11228,9013,2023-06-15 01:07:50,On Time
11229,7244,2023-04-26 00:16:50,On Time
11230,7590,2023-02-01 19:35:31,On Time
11231,14971,2023-05-30 23:40:06,On Time
11232,6130,2024-07-29 21:27:09,On Time
11233,13837,2024-09-30 00:22:42,On Time
11234,14750,2024-08-27 01:10:49,Delayed
11235,11300,2023-04-06 21:09:13,Early
11236,9502,2024-11-07 02:42:04,On Time
11237,12040,2024-08-08 13:20:25,On Time
11238,7774,2024-01-15 00:03:18,Delayed
11239,7786,2023-03-14 00:38:55,On Time
11240,11941,2023-11-07 15:53:24,On Time
11241,6707,2024-05-18 02:33:04,On Time
11242,7602,2024-10-19 07:07:23,On Time
11243,13567,2023-11-25 07:54:01,On Time
11244,6613,2024-05-08 14:18:36,Early
11245,5455,2024-01-14 14:36:07,On Time
11246,9298,2024-01-10 06:50:26,On Time
11247,6476,2023-10-30 23:56:42,On Time
11248,14046,2024-07-27 02:03:02,On Time
11249,13916,2024-12-18 16:56:05,On Time
11250,6392,2023-11-10 02:10:33,Delayed
11251,13454,2024-04-18 13:39:07,On Time
11252,13009,2024-10-25 10:36:28,On Time
11253,13735,2024-04-28 22:09:34,On Time
11254,13743,2024-05-09 06:38:53,On Time
11255,10426,2023-03-28 10:30:29,On Time
11256,5638,2023-04-23 11:36:12,On Time
11257,13357,2023-06-10 13:39:42,On Time
11258,7806,2023-12-06 18:24:46,On Time
11259,13813,2023-08-15 00:43:40,Delayed
11260,6224,2023-12-22 11:27:43,Delayed
11261,8343,2024-12-16 07:42:31,On Time
11262,13243,2023-04-16 07:43:40,On Time
11263,5489,2023-09-05 18:52:28,On Time
11264,10143,2024-10-06 23:07:39,Delayed
11265,13857,2023-04-12 15:35:24,On Time
11266,6247,2024-05-30 09:12:30,On Time
11267,11062,2024-01-29 02:19:31,On Time
11268,7711,2024-03-29 09:09:07,On Time
11269,9362,2023-05-02 16:54:35,On Time
11270,8953,2023-12-16 01:27:14,On Time
11271,5881,2024-03-11 03:13:20,On Time
11272,5435,2024-03-20 02:21:49,Delayed
11273,11125,2023-04-09 14:15:53,On Time
11274,13105,2025-01-06 10:11:14,On Time
11275,10185,2024-07-15 10:26:22,On Time
11276,6985,2024-08-11 17:47:28,Early
11277,14985,2024-11-24 22:27:35,On Time
11278,7799,2023-07-23 04:11:30,Delayed
11279,12604,2023-09-28 20:32:29,On Time
11280,6494,2023-11-18 05:01:31,On Time
11281,7680,2024-03-30 04:08:03,Delayed
11282,6626,2024-01-31 16:09:24,Delayed
11283,8018,2024-09-07 04:35:02,Delayed
