quality_id,vendor_id,quality_score,inspection_date
9772,1347,96.51,2023-09-26 04:24:29
9773,1446,67.74,2023-02-08 19:55:37
9774,1442,80.91,2024-01-08 16:21:44
9775,1250,98.62,2023-06-16 00:56:49
9776,1418,66.88,2023-09-13 11:33:49
9777,1287,88.07,2024-10-18 15:37:52
9778,1048,68.67,2024-04-10 00:41:44
9779,1475,77.0,2023-10-10 18:10:11
9780,1045,66.62,2023-09-22 09:25:30
9781,1157,85.64,2023-08-16 21:25:48
9782,1119,89.24,2023-03-11 21:30:06
9783,1413,66.43,2024-10-26 09:40:53
9784,1495,82.39,2024-08-20 04:41:30
9785,1110,75.32,2023-02-18 17:51:16
9786,1191,89.47,2024-01-11 22:01:18
9787,1498,82.6,2023-09-13 15:17:23
9788,1048,65.58,2024-07-12 00:36:51
9789,1396,74.16,2023-12-29 01:48:34
9790,1462,81.82,2023-11-21 22:12:19
9791,1411,68.32,2024-01-25 09:12:03
9792,1431,95.55,2023-10-01 22:14:14
9793,1194,95.93,2023-09-22 19:11:20
9794,1037,68.88,2023-07-06 06:46:06
9795,1251,95.47,2024-03-29 04:23:55
9796,1126,84.75,2023-10-15 11:03:21
9797,1045,94.86,2023-04-06 08:00:35
9798,1185,86.66,2024-01-20 16:59:41
9799,1018,96.63,2023-06-18 18:19:01
9800,1013,80.86,2024-01-17 21:17:34
9801,1329,99.44,2023-12-02 08:02:53
9802,1285,94.58,2023-01-12 07:38:54
9803,1312,86.71,2024-01-21 00:28:04
9804,1202,78.52,2023-09-20 10:41:14
9805,1020,86.24,2024-09-15 01:57:40
9806,1229,90.15,2023-09-07 16:49:15
9807,1413,76.82,2023-10-02 11:42:41
9808,1390,83.66,2024-01-05 19:00:05
9809,1233,95.71,2024-07-25 13:48:40
9810,1410,97.86,2023-09-26 19:54:53
9811,1189,86.33,2023-04-06 09:40:18
9812,1086,70.18,2023-04-05 17:02:11
9813,1118,91.47,2023-08-31 20:46:29
9814,1171,73.54,2023-01-10 23:32:06
9815,1175,67.24,2024-08-17 12:15:57
9816,1486,77.8,2024-01-22 14:10:42
9817,1282,74.27,2023-10-27 01:21:27
9818,1465,82.76,2023-01-17 10:23:20
9819,1129,65.08,2024-03-16 09:26:25
9820,1223,88.45,2023-08-14 14:56:10
9821,1201,80.24,2023-01-01 05:40:27
9822,1026,73.95,2023-05-22 20:10:55
9823,1064,74.36,2023-10-04 05:19:18
9824,1190,66.46,2023-12-14 04:49:48
9825,1498,72.68,2023-05-29 21:38:23
9826,1373,69.09,2024-03-27 05:31:30
9827,1377,80.06,2024-04-21 09:58:57
9828,1262,82.05,2024-10-07 04:17:33
9829,1249,93.41,2024-10-04 19:49:28
9830,1110,84.52,2023-03-17 11:57:10
9831,1318,85.26,2024-03-17 09:59:31
9832,1066,68.36,2024-08-05 14:35:22
9833,1170,77.1,2023-12-30 21:58:51
9834,1027,92.48,2024-11-29 02:26:49
9835,1321,85.16,2023-04-01 12:08:20
9836,1286,77.95,2024-05-14 22:47:34
9837,1082,79.87,2024-12-07 22:04:20
9838,1098,69.0,2024-07-02 21:31:42
9839,1213,65.91,2023-01-21 11:52:15
9840,1065,69.98,2023-10-11 05:10:30
9841,1175,75.24,2023-11-12 07:48:00
9842,1160,74.77,2024-03-30 02:38:12
9843,1363,89.26,2023-06-29 20:02:50
9844,1162,70.54,2024-05-23 12:03:51
9845,1431,91.19,2024-09-05 07:57:21
9846,1117,89.46,2024-12-09 02:35:19
9847,1270,70.22,2023-08-10 20:44:31
9848,1005,87.79,2024-09-02 19:15:48
9849,1375,76.31,2024-12-28 01:01:59
9850,1036,68.67,2023-03-22 22:47:29
9851,1126,86.49,2024-11-02 06:37:43
9852,1246,92.36,2024-12-04 20:27:00
9853,1352,98.2,2024-11-06 14:13:39
9854,1265,83.98,2023-07-19 14:46:36
9855,1109,84.54,2024-05-29 06:36:40
9856,1163,80.98,2024-02-17 02:28:27
9857,1409,75.65,2024-07-02 15:22:42
9858,1331,69.94,2024-08-20 07:41:43
9859,1046,75.36,2023-12-05 13:23:06
9860,1381,76.52,2023-03-29 14:54:57
9861,1105,90.4,2024-11-03 15:23:25
9862,1381,69.44,2023-09-14 16:53:33
9863,1269,71.44,2023-06-08 06:10:10
9864,1061,98.54,2023-06-02 10:17:32
9865,1030,67.45,2024-01-18 21:22:35
9866,1098,97.06,2024-08-29 03:08:55
9867,1032,70.05,2024-01-17 13:18:02
9868,1414,83.51,2023-11-14 04:27:58
9869,1338,78.67,2023-07-13 00:34:24
9870,1231,78.8,2023-07-28 19:58:47
9871,1312,89.21,2023-09-25 03:03:10
9872,1195,87.63,2024-08-01 10:17:45
9873,1455,97.53,2023-08-28 09:11:02
9874,1359,89.78,2024-09-07 12:25:01
9875,1311,85.94,2023-10-25 05:41:17
9876,1098,71.07,2024-01-13 14:55:43
9877,1136,81.44,2024-02-16 05:22:23
9878,1427,82.15,2024-07-24 13:43:45
9879,1432,87.04,2023-12-17 10:22:21
9880,1442,77.63,2023-02-24 14:36:48
9881,1032,70.02,2024-06-11 10:47:10
9882,1360,95.31,2024-10-01 16:21:58
9883,1334,66.12,2024-04-18 05:08:55
9884,1325,69.66,2024-09-20 04:08:12
9885,1375,80.74,2023-12-03 04:45:52
9886,1263,95.66,2023-10-25 16:58:11
9887,1458,68.54,2023-01-11 15:24:18
9888,1276,90.45,2023-02-17 23:00:04
9889,1318,74.88,2023-04-17 20:06:22
9890,1149,67.62,2024-07-22 09:26:48
9891,1092,95.88,2023-08-18 12:13:31
9892,1413,98.55,2023-12-17 02:57:52
9893,1454,69.55,2023-02-21 02:48:17
9894,1038,95.91,2023-08-10 09:29:04
9895,1426,87.36,2024-10-25 13:29:31
9896,1105,71.95,2023-10-08 12:48:05
9897,1387,88.17,2023-11-12 04:42:13
9898,1165,92.99,2023-08-23 05:07:36
9899,1017,82.04,2023-09-23 03:50:53
9900,1161,96.37,2024-04-19 09:27:54
9901,1010,83.23,2024-02-16 22:29:15
9902,1037,71.4,2024-08-02 06:59:58
9903,1127,89.47,2023-10-10 09:28:23
9904,1417,88.35,2023-01-13 04:46:02
9905,1251,87.1,2024-04-30 08:34:32
9906,1284,95.35,2024-05-22 00:45:09
9907,1215,83.21,2024-08-12 03:03:56
9908,1170,89.3,2024-02-10 09:43:52
9909,1120,97.94,2023-05-24 07:57:10
9910,1366,69.75,2024-09-01 22:16:23
9911,1058,78.34,2023-11-29 14:12:25
9912,1176,72.55,2024-12-07 21:21:34
9913,1383,76.17,2023-04-28 02:35:18
9914,1498,82.62,2023-07-02 05:10:05
9915,1435,94.17,2023-11-10 03:30:31
9916,1366,78.78,2023-11-20 03:44:24
9917,1394,84.25,2023-01-04 02:22:39
9918,1392,93.02,2023-04-21 05:45:41
9919,1016,97.02,2024-01-21 21:18:36
9920,1235,77.06,2024-05-25 16:47:18
9921,1224,71.14,2024-05-24 00:24:49
9922,1062,85.08,2023-04-06 23:55:34
9923,1433,95.9,2023-03-21 12:46:24
9924,1365,73.57,2023-08-04 23:27:06
9925,1089,82.23,2024-01-06 15:28:57
9926,1357,81.77,2024-01-14 13:39:15
9927,1143,96.98,2023-01-06 18:50:17
9928,1016,80.76,2024-09-22 07:15:41
9929,1490,83.5,2024-11-18 18:10:35
9930,1209,69.77,2023-09-10 00:14:58
9931,1027,80.81,2023-06-30 04:33:50
9932,1047,76.79,2024-07-18 05:07:08
9933,1154,72.65,2023-01-14 04:52:13
9934,1456,82.55,2023-12-17 19:54:59
9935,1425,91.6,2023-08-21 02:52:11
9936,1361,71.1,2023-03-14 11:37:08
9937,1139,69.88,2024-09-05 18:04:31
9938,1091,69.29,2024-10-01 05:57:29
9939,1009,91.33,2024-01-30 11:41:35
9940,1182,92.19,2023-05-11 16:21:39
9941,1011,95.66,2023-07-07 12:58:11
9942,1007,98.26,2023-06-27 11:32:07
9943,1028,78.02,2024-10-22 20:50:20
9944,1478,76.75,2023-07-02 02:00:49
9945,1062,99.21,2023-04-28 14:57:52
9946,1439,69.9,2023-01-13 19:34:47
9947,1164,66.44,2023-03-24 02:08:29
9948,1115,78.29,2024-01-10 17:27:43
9949,1073,68.04,2023-11-04 16:09:31
9950,1099,78.22,2024-05-03 15:53:46
9951,1191,79.2,2023-02-14 14:19:40
9952,1307,87.04,2023-03-05 06:47:55
9953,1205,90.67,2023-02-14 12:12:49
9954,1304,87.35,2023-05-23 18:33:22
9955,1068,89.4,2024-12-26 06:22:24
9956,1266,77.73,2023-07-15 20:24:53
9957,1378,80.75,2023-05-16 05:14:05
9958,1026,89.65,2024-10-14 08:58:59
9959,1383,70.09,2023-04-01 07:42:15
9960,1451,89.57,2023-02-07 23:13:54
9961,1242,97.83,2024-01-10 09:42:08
9962,1437,71.06,2024-12-15 21:45:29
9963,1427,78.61,2023-08-01 05:43:28
9964,1145,85.06,2024-02-01 00:00:37
9965,1369,89.78,2024-05-01 23:30:53
9966,1155,73.69,2024-08-12 01:16:07
9967,1278,85.17,2023-04-30 19:23:43
9968,1108,97.26,2023-08-17 00:09:36
9969,1036,77.33,2023-02-19 02:00:46
9970,1456,84.63,2024-03-27 14:51:59
9971,1289,86.53,2023-09-10 21:41:24
9972,1474,95.61,2023-12-27 14:36:52
9973,1351,75.73,2024-10-06 13:09:41
9974,1181,95.12,2023-02-23 22:31:20
9975,1395,88.23,2023-11-19 00:48:50
9976,1255,89.73,2024-01-24 01:24:26
9977,1349,67.29,2023-04-17 15:41:20
9978,1157,77.3,2023-08-25 20:34:22
9979,1422,69.07,2024-01-20 21:05:22
9980,1357,84.37,2023-01-10 17:24:14
9981,1123,93.9,2024-08-05 01:20:39
9982,1314,79.14,2024-11-20 17:18:33
9983,1271,72.78,2024-03-16 03:27:42
9984,1182,75.51,2023-04-22 05:17:14
9985,1243,84.77,2024-03-25 01:53:22
9986,1190,91.48,2024-08-18 01:29:26
9987,1057,88.8,2023-02-19 00:28:24
9988,1128,97.5,2023-01-03 13:04:07
9989,1079,95.49,2024-08-18 16:35:38
9990,1071,68.62,2024-09-18 05:08:42
9991,1058,89.28,2023-11-22 08:21:56
9992,1433,78.58,2023-05-11 01:01:32
9993,1437,76.6,2024-05-11 20:39:38
9994,1285,81.42,2023-03-09 20:08:42
9995,1417,91.44,2023-03-08 09:12:23
9996,1046,79.38,2023-12-19 22:16:13
9997,1243,93.33,2023-01-17 00:30:56
9998,1054,81.28,2023-06-04 14:01:21
9999,1208,67.08,2024-01-29 23:04:12
10000,1354,86.75,2023-12-08 00:06:19
10001,1085,91.94,2024-12-10 12:41:39
10002,1007,75.9,2024-05-05 13:16:48
10003,1492,72.66,2023-04-05 18:15:19
10004,1285,87.09,2023-08-23 16:08:15
10005,1137,77.17,2023-03-22 22:44:51
10006,1049,96.25,2024-07-14 03:04:38
10007,1327,91.46,2024-07-18 17:54:41
10008,1334,80.91,2024-03-22 17:59:01
10009,1350,98.66,2024-04-11 19:30:16
10010,1344,76.89,2024-04-26 13:37:00
10011,1435,80.34,2024-09-26 12:31:02
10012,1482,87.39,2023-05-26 00:30:30
10013,1392,82.67,2024-01-06 00:50:26
10014,1311,76.88,2024-12-20 17:41:19
10015,1380,79.41,2024-06-03 00:04:54
10016,1193,94.8,2023-02-15 22:34:35
10017,1482,71.84,2024-02-18 12:11:59
10018,1084,75.96,2023-05-28 16:39:20
10019,1095,71.85,2024-02-29 18:33:35
10020,1463,82.67,2024-05-21 09:37:58
10021,1015,70.55,2024-07-21 07:38:57
10022,1179,70.9,2023-02-26 19:21:42
10023,1034,93.78,2023-05-24 14:00:29
10024,1069,89.25,2024-12-22 17:47:04
10025,1246,71.5,2023-01-01 15:34:54
10026,1214,78.34,2024-03-09 23:04:15
10027,1012,96.63,2024-02-10 10:13:42
10028,1173,95.02,2023-06-21 14:23:44
10029,1159,87.58,2024-12-13 00:31:18
10030,1310,74.8,2023-04-28 04:56:11
10031,1221,77.88,2023-01-30 05:29:05
10032,1150,87.54,2023-06-23 16:53:38
10033,1240,84.34,2023-07-30 23:32:07
10034,1072,84.34,2023-02-10 09:52:32
10035,1192,79.61,2024-06-02 03:06:07
10036,1316,68.11,2024-01-11 23:59:52
10037,1229,69.19,2024-01-15 07:04:43
10038,1284,93.82,2023-02-03 21:17:01
10039,1405,95.5,2023-08-19 18:47:40
10040,1459,95.83,2023-03-02 02:37:50
10041,1331,81.37,2023-04-05 20:17:13
10042,1471,97.28,2023-06-03 04:41:25
10043,1234,93.9,2023-02-11 07:21:04
10044,1333,78.25,2024-02-04 16:16:54
10045,1043,72.69,2023-09-11 11:48:43
10046,1411,90.14,2023-08-17 10:54:12
10047,1279,90.02,2024-04-01 16:32:20
10048,1243,95.71,2023-09-10 17:07:40
10049,1097,66.74,2024-12-08 11:19:04
10050,1373,77.16,2024-07-06 20:42:07
10051,1090,66.2,2023-07-16 23:41:02
10052,1235,72.26,2024-11-11 09:29:19
10053,1420,78.79,2024-05-23 11:28:21
10054,1097,69.25,2023-02-14 07:48:40
10055,1373,93.37,2024-05-07 02:40:43
10056,1294,72.0,2024-08-30 22:42:25
10057,1272,79.19,2023-12-19 14:20:19
10058,1074,92.66,2023-01-31 08:42:55
10059,1427,69.03,2024-05-26 10:44:28
10060,1252,86.38,2024-10-05 03:04:21
10061,1368,97.45,2023-02-18 02:05:38
10062,1041,80.67,2023-07-01 04:26:01
10063,1300,73.28,2024-10-16 08:07:07
10064,1436,97.54,2024-10-03 04:09:45
10065,1273,66.87,2023-02-04 17:53:06
10066,1308,75.75,2024-08-23 09:10:03
10067,1299,93.2,2024-01-05 03:43:05
10068,1279,70.31,2023-01-16 01:43:27
10069,1001,67.9,2023-11-17 19:01:45
10070,1093,80.8,2024-06-30 03:11:42
10071,1281,76.45,2024-01-27 15:48:32
10072,1006,92.5,2024-08-10 09:31:48
10073,1458,76.63,2024-11-21 06:29:09
10074,1488,88.11,2024-11-07 17:37:39
10075,1310,84.33,2024-04-29 07:42:36
10076,1334,85.6,2023-01-17 18:22:37
10077,1407,82.63,2023-02-03 03:19:43
10078,1275,69.67,2024-03-27 23:52:24
10079,1440,67.14,2024-07-19 18:13:41
10080,1437,83.76,2024-08-02 06:27:14
10081,1415,87.41,2023-06-22 07:54:46
10082,1487,90.02,2023-05-26 08:18:28
10083,1103,89.91,2023-08-06 21:54:55
10084,1294,90.54,2023-03-31 07:18:48
10085,1403,65.7,2023-10-24 09:06:02
10086,1107,72.71,2023-05-30 06:58:44
10087,1385,90.17,2024-03-30 23:36:42
10088,1230,69.26,2024-04-29 21:13:57
10089,1205,71.44,2023-01-06 10:42:17
10090,1377,87.76,2024-11-17 10:11:30
10091,1178,92.88,2023-03-26 05:08:57
10092,1098,70.61,2024-07-14 04:02:23
10093,1058,84.0,2023-09-16 07:13:58
10094,1337,71.26,2024-08-16 18:11:11
10095,1416,72.2,2023-05-19 14:31:31
10096,1177,81.63,2023-08-12 21:28:37
10097,1098,88.25,2024-12-27 00:47:01
10098,1225,84.81,2024-03-04 05:14:26
10099,1236,68.19,2023-09-17 18:10:25
10100,1092,74.85,2024-10-27 08:13:22
10101,1428,97.37,2024-12-31 16:18:56
10102,1251,86.65,2023-10-18 18:23:22
10103,1413,87.71,2023-12-03 17:33:54
10104,1357,72.28,2023-12-15 21:05:09
10105,1216,98.06,2023-11-11 12:35:40
10106,1432,72.12,2024-12-28 11:58:36
10107,1336,73.67,2024-02-08 10:50:03
10108,1205,82.6,2023-05-18 22:25:31
10109,1026,82.11,2023-10-21 09:11:18
10110,1135,66.13,2023-07-28 11:17:15
10111,1044,90.66,2023-09-12 17:05:29
10112,1142,68.33,2024-05-23 13:23:07
10113,1052,66.86,2023-11-18 03:53:55
10114,1160,82.5,2023-06-29 10:01:51
10115,1361,66.66,2024-03-07 06:54:15
10116,1203,71.92,2024-02-17 02:28:28
10117,1416,78.49,2023-01-25 20:57:03
10118,1075,85.81,2023-06-24 00:45:30
10119,1340,92.0,2024-07-01 20:19:19
10120,1185,74.99,2024-03-14 09:28:29
10121,1052,81.26,2023-02-16 18:29:55
10122,1418,97.92,2024-08-23 00:21:07
10123,1239,78.46,2024-07-26 19:59:06
10124,1114,89.48,2024-03-12 15:43:08
10125,1189,74.36,2024-01-04 07:04:13
10126,1062,86.5,2023-04-24 19:20:20
10127,1246,92.76,2023-08-12 16:44:34
10128,1214,96.54,2024-12-29 15:13:32
10129,1471,97.34,2023-05-20 00:30:20
10130,1477,75.42,2023-08-27 16:28:40
10131,1332,71.93,2024-07-24 20:18:41
10132,1359,93.08,2023-12-24 03:25:06
10133,1159,86.72,2024-06-02 21:21:19
10134,1413,79.3,2023-04-17 21:18:33
10135,1287,66.25,2023-01-18 15:41:18
10136,1012,75.62,2023-04-20 13:58:02
10137,1291,68.84,2024-08-12 18:37:36
10138,1490,81.97,2023-07-26 03:43:49
10139,1313,93.55,2023-09-25 22:03:06
10140,1169,75.78,2024-05-23 18:44:10
10141,1027,77.34,2023-11-21 01:30:26
10142,1399,92.02,2024-05-18 04:33:52
10143,1478,80.73,2023-04-26 06:28:29
10144,1327,88.05,2023-01-07 00:25:00
10145,1420,71.51,2023-11-02 20:57:58
10146,1366,73.66,2023-05-21 11:07:26
10147,1408,86.91,2024-06-06 22:06:19
10148,1338,68.86,2024-09-14 19:52:05
10149,1408,71.05,2023-06-08 01:09:29
10150,1480,75.96,2023-03-05 10:50:01
10151,1076,71.23,2024-01-31 15:09:50
10152,1156,98.65,2023-02-11 01:45:58
10153,1075,73.84,2024-06-09 21:23:50
10154,1259,97.93,2024-02-06 00:54:41
10155,1357,94.2,2024-07-24 05:13:39
10156,1003,76.48,2024-07-08 04:28:36
10157,1285,83.93,2023-11-02 14:31:20
10158,1416,76.66,2024-05-01 18:01:19
10159,1054,89.26,2023-08-31 12:33:46
10160,1422,77.49,2023-07-29 04:01:43
10161,1223,81.09,2024-01-19 23:56:23
10162,1440,89.8,2024-11-02 05:11:40
10163,1321,79.37,2023-03-04 07:17:44
10164,1229,88.78,2023-06-06 01:51:02
10165,1149,77.77,2024-04-17 07:57:51
10166,1238,78.78,2023-12-18 20:43:09
10167,1041,76.09,2023-07-06 01:05:46
10168,1234,99.14,2024-06-23 11:20:37
10169,1020,82.42,2024-02-16 17:45:12
10170,1246,72.66,2024-11-23 13:08:47
10171,1060,84.57,2023-09-24 18:00:04
10172,1203,81.18,2024-11-09 13:17:08
10173,1443,91.87,2023-10-29 11:06:04
10174,1458,97.28,2024-05-29 20:13:38
10175,1183,68.82,2023-07-27 18:22:16
10176,1259,98.85,2023-09-12 17:50:41
10177,1124,70.69,2024-04-20 19:27:14
10178,1496,74.43,2023-02-27 12:55:31
10179,1374,91.75,2024-05-08 03:15:07
10180,1270,70.36,2023-09-24 04:06:52
10181,1301,93.2,2023-01-25 01:48:00
10182,1109,88.24,2024-12-05 08:29:21
10183,1351,92.78,2024-04-09 10:46:28
10184,1227,84.44,2024-05-17 04:41:09
10185,1188,98.95,2023-04-07 08:33:38
10186,1177,85.46,2024-11-28 15:39:47
10187,1393,78.65,2024-04-10 03:34:06
10188,1438,98.34,2023-02-06 01:49:14
10189,1326,67.54,2024-06-24 06:01:12
10190,1349,82.76,2023-05-19 16:18:23
10191,1308,86.81,2024-12-06 15:50:48
10192,1494,76.92,2024-11-08 11:08:23
10193,1063,68.17,2023-08-03 09:23:15
10194,1245,79.15,2023-04-03 16:19:47
10195,1180,92.97,2023-02-15 20:59:32
10196,1022,84.7,2024-10-01 08:52:09
10197,1311,91.15,2023-03-26 05:28:49
10198,1113,89.76,2024-05-24 06:19:34
10199,1110,74.89,2024-06-21 15:36:17
10200,1003,73.75,2024-03-11 18:31:50
10201,1258,92.29,2024-10-27 01:42:03
10202,1187,70.87,2024-04-20 20:30:30
10203,1028,84.5,2024-12-22 15:17:02
10204,1421,98.0,2024-02-22 15:16:32
10205,1248,83.13,2024-09-16 23:39:27
10206,1453,92.83,2023-03-05 05:12:08
10207,1009,73.84,2023-10-18 11:01:32
10208,1190,67.0,2024-07-03 22:05:55
10209,1288,77.01,2023-03-01 14:05:45
10210,1465,84.83,2024-09-26 21:32:26
10211,1075,87.08,2024-04-03 10:30:53
10212,1102,83.5,2024-12-11 02:10:53
10213,1291,79.94,2023-01-23 02:44:30
10214,1047,99.0,2024-05-24 06:10:15
10215,1402,88.75,2023-02-15 14:37:57
10216,1036,97.91,2023-01-18 19:00:19
10217,1147,71.09,2023-02-03 19:34:49
10218,1123,99.48,2024-01-25 05:56:07
10219,1153,89.25,2024-12-02 13:04:24
10220,1430,98.53,2024-10-21 16:58:04
10221,1316,85.91,2023-05-01 06:57:13
10222,1121,70.31,2023-11-11 04:10:31
10223,1232,77.01,2024-11-25 13:46:17
10224,1095,66.83,2023-12-10 19:28:19
10225,1023,70.23,2024-10-21 11:09:12
10226,1378,99.44,2024-04-10 13:43:32
10227,1115,96.6,2024-07-28 11:39:50
10228,1462,96.11,2023-01-25 11:49:02
10229,1155,65.07,2024-02-01 20:53:49
10230,1163,80.54,2024-05-20 13:43:55
10231,1077,91.98,2024-03-24 09:48:00
10232,1439,72.82,2024-06-12 04:54:50
10233,1292,79.49,2023-07-10 03:28:17
10234,1216,72.07,2024-08-07 20:30:11
10235,1097,88.9,2024-05-06 10:28:09
10236,1369,89.29,2023-12-08 13:13:37
10237,1199,74.75,2023-01-12 15:57:32
10238,1137,81.47,2023-04-11 19:40:05
10239,1370,80.58,2024-02-07 15:17:37
10240,1021,91.84,2024-01-29 05:06:15
10241,1160,88.29,2024-08-05 02:44:26
10242,1322,67.35,2023-05-29 11:23:02
10243,1300,70.21,2024-06-15 19:14:38
10244,1121,93.98,2024-11-29 10:42:06
10245,1473,98.31,2024-10-21 14:05:08
10246,1193,86.96,2023-01-12 20:37:45
10247,1459,77.58,2024-07-27 02:53:36
10248,1336,72.63,2023-02-24 05:39:06
10249,1215,90.65,2024-05-24 19:28:35
10250,1143,87.02,2024-06-26 03:18:11
10251,1155,96.36,2023-01-05 23:54:11
10252,1016,96.16,2024-05-18 04:06:40
10253,1302,75.6,2023-07-30 15:32:57
10254,1481,92.7,2024-06-07 11:19:21
10255,1359,73.75,2024-09-14 05:21:51
10256,1200,91.98,2024-07-24 06:23:42
10257,1432,70.8,2023-12-09 15:57:21
10258,1065,77.0,2023-12-29 03:35:41
10259,1019,67.97,2023-01-25 05:31:06
10260,1090,75.2,2024-03-18 19:38:30
10261,1037,75.98,2023-08-20 13:47:32
10262,1186,88.07,2024-06-18 00:45:12
10263,1439,89.68,2023-02-23 02:56:07
10264,1309,85.29,2024-05-31 00:18:15
10265,1047,91.57,2024-05-31 14:50:21
10266,1131,80.58,2023-07-07 17:03:32
10267,1088,86.66,2023-03-03 13:29:13
10268,1342,77.39,2024-02-08 20:50:04
10269,1062,82.99,2023-07-02 04:13:05
10270,1129,69.87,2024-06-19 13:10:23
10271,1039,86.08,2024-07-12 05:10:25
10272,1329,72.07,2024-01-11 13:03:34
10273,1161,80.9,2024-04-20 17:16:53
10274,1279,87.96,2024-11-08 02:25:10
10275,1162,79.76,2023-07-03 02:45:02
10276,1049,72.7,2024-01-17 03:28:41
10277,1125,87.98,2023-05-31 17:32:29
10278,1433,94.41,2024-06-07 14:20:50
10279,1227,82.26,2023-09-06 12:01:56
10280,1305,84.24,2023-12-28 09:40:50
10281,1394,78.48,2023-01-17 06:34:16
10282,1352,85.12,2023-05-18 21:21:34
10283,1322,82.09,2023-09-29 17:07:10
10284,1071,90.76,2023-07-21 11:15:51
10285,1472,73.29,2024-02-19 06:09:42
10286,1323,81.77,2023-12-02 04:20:05
10287,1247,75.91,2023-03-01 21:11:41
10288,1460,68.26,2023-07-21 09:16:19
10289,1039,78.33,2024-03-20 00:38:43
10290,1426,97.88,2023-12-27 08:12:11
10291,1100,80.89,2024-01-11 21:28:26
10292,1475,83.82,2023-05-18 20:32:46
10293,1001,90.61,2023-07-24 17:43:01
10294,1174,98.98,2023-10-24 16:07:01
10295,1164,79.21,2024-08-12 17:48:41
10296,1480,82.86,2023-09-17 12:31:18
10297,1475,98.41,2023-07-28 05:35:56
10298,1380,79.79,2023-04-20 04:21:13
10299,1172,92.27,2024-06-30 20:17:18
10300,1031,80.31,2024-01-19 00:29:39
10301,1097,72.85,2023-02-14 08:35:40
10302,1110,97.3,2023-11-15 23:06:13
10303,1186,89.57,2024-01-28 23:00:26
10304,1480,94.79,2024-11-04 03:11:43
10305,1388,69.0,2023-09-19 05:21:19
10306,1053,89.32,2023-08-26 09:23:07
10307,1473,87.09,2023-05-25 04:59:23
10308,1103,81.7,2024-02-01 01:20:37
10309,1349,69.9,2023-10-05 11:21:10
10310,1185,79.31,2024-01-22 18:08:43
10311,1201,86.31,2023-07-02 17:05:54
10312,1078,88.37,2023-01-01 07:14:38
10313,1248,69.04,2023-09-15 22:31:32
10314,1434,80.31,2023-05-29 22:25:56
10315,1261,79.68,2024-04-12 22:17:39
10316,1308,92.13,2024-11-09 18:16:25
10317,1401,66.42,2024-01-27 14:10:33
10318,1032,92.1,2024-09-08 02:48:13
10319,1134,92.03,2024-03-22 01:40:11
10320,1453,89.05,2024-03-10 13:25:29
10321,1093,96.04,2023-12-26 17:56:42
10322,1381,81.05,2024-07-07 22:26:14
10323,1348,68.32,2023-11-04 04:25:40
10324,1445,76.44,2024-08-28 08:40:02
10325,1394,86.09,2024-05-31 02:00:19
10326,1407,76.14,2024-09-17 05:20:33
10327,1369,86.84,2024-02-01 01:55:39
10328,1181,66.5,2023-04-14 04:47:30
10329,1317,67.43,2023-12-19 02:01:50
10330,1147,65.36,2023-06-10 13:29:04
10331,1132,98.67,2023-06-02 22:27:39
10332,1430,74.03,2023-11-29 02:51:27
10333,1160,92.45,2023-11-30 02:36:11
10334,1340,95.6,2024-01-12 15:01:39
10335,1302,70.44,2024-01-12 13:05:31
10336,1062,71.87,2024-05-22 18:33:24
10337,1348,78.19,2023-12-03 14:23:10
10338,1310,82.39,2023-09-16 11:21:56
10339,1380,83.45,2023-06-13 00:21:11
10340,1356,78.31,2024-04-03 02:02:10
10341,1215,85.22,2023-10-27 02:19:43
10342,1323,90.39,2023-10-09 20:32:40
10343,1280,89.15,2023-01-10 19:38:43
10344,1066,66.04,2023-05-18 08:08:58
10345,1018,85.47,2024-06-21 07:50:04
10346,1241,89.59,2024-06-09 06:17:45
10347,1096,71.92,2024-10-31 08:55:41
10348,1048,85.82,2023-02-03 22:50:22
10349,1430,68.82,2024-06-13 23:57:00
10350,1048,87.94,2024-08-23 00:28:36
10351,1318,86.4,2024-05-13 07:24:49
10352,1240,73.31,2024-08-20 00:43:29
10353,1222,95.2,2024-07-31 21:01:30
10354,1230,92.83,2024-08-24 01:00:24
10355,1155,90.5,2023-09-14 12:44:24
10356,1062,80.85,2024-12-14 14:11:58
10357,1102,72.83,2024-12-25 01:17:32
10358,1381,91.99,2023-05-08 20:52:01
10359,1358,72.4,2024-06-05 02:45:48
10360,1334,81.8,2024-07-13 08:05:20
10361,1321,78.07,2024-07-17 22:17:52
10362,1308,71.97,2023-12-19 06:52:27
10363,1001,86.2,2023-07-20 14:48:24
10364,1434,98.88,2023-10-26 03:20:29
10365,1040,81.43,2023-12-25 02:45:47
10366,1072,82.23,2024-03-05 14:45:08
10367,1145,77.86,2024-12-26 14:18:58
10368,1001,72.88,2024-03-01 15:45:36
10369,1078,74.75,2023-12-17 08:03:10
10370,1491,95.22,2023-07-15 10:19:47
10371,1492,97.71,2024-01-12 16:16:58
10372,1205,93.51,2023-06-13 23:59:46
10373,1414,65.91,2023-09-02 20:57:24
10374,1205,85.97,2024-07-11 12:31:21
10375,1323,83.95,2023-12-08 16:37:43
10376,1022,91.73,2023-05-26 17:37:10
10377,1291,91.93,2024-10-19 16:39:06
10378,1312,80.11,2024-12-02 14:44:04
